provider,region,code,date,measure,value
The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,South West of England Commissioning Region,RDZ,2019-01-19,Delay 30-60 mins,3
Torbay and South Devon NHS Foundation Trust,South West of England Commissioning Region,RA9,2019-01-19,Delay 30-60 mins,8
University Hospitals Bristol NHS Foundation Trust,South West of England Commissioning Region,RA7,2019-01-19,Delay 30-60 mins,3
University Hospitals Plymouth NHS Trust,South West of England Commissioning Region,RK9,2019-01-19,Delay 30-60 mins,4
Weston Area Health NHS Trust,South West of England Commissioning Region,RA3,2019-01-19,Delay 30-60 mins,1
Yeovil District Hospital NHS Foundation Trust,South West of England Commissioning Region,RA4,2019-01-19,Delay 30-60 mins,0
ENGLAND,NA,NA,2019-01-19,Delay >60 mins,140
"Barking, Havering and Redbridge University Hospitals NHS Trust",London Commissioning Region,RF4,2019-01-19,Delay >60 mins,3
Barts Health NHS Trust,London Commissioning Region,R1H,2019-01-19,Delay >60 mins,5
Chelsea and Westminster Hospital NHS Foundation Trust,London Commissioning Region,RQM,2019-01-19,Delay >60 mins,0
Croydon Health Services NHS Trust,London Commissioning Region,RJ6,2019-01-19,Delay >60 mins,0
Epsom and St Helier University Hospitals NHS Trust,London Commissioning Region,RVR,2019-01-19,Delay >60 mins,0
Guy's and St Thomas' NHS Foundation Trust,London Commissioning Region,RJ1,2019-01-19,Delay >60 mins,0
Homerton University Hospital NHS Foundation Trust,London Commissioning Region,RQX,2019-01-19,Delay >60 mins,0
Imperial College Healthcare NHS Trust,London Commissioning Region,RYJ,2019-01-19,Delay >60 mins,0
King's College Hospital NHS Foundation Trust,London Commissioning Region,RJZ,2019-01-19,Delay >60 mins,1
Kingston Hospital NHS Foundation Trust,London Commissioning Region,RAX,2019-01-19,Delay >60 mins,0
Lewisham and Greenwich NHS Trust,London Commissioning Region,RJ2,2019-01-19,Delay >60 mins,0
London North West University Healthcare NHS Trust,London Commissioning Region,R1K,2019-01-19,Delay >60 mins,0
North Middlesex University Hospital NHS Trust,London Commissioning Region,RAP,2019-01-19,Delay >60 mins,0
Royal Free London NHS Foundation Trust,London Commissioning Region,RAL,2019-01-19,Delay >60 mins,0
St George's University Hospitals NHS Foundation Trust,London Commissioning Region,RJ7,2019-01-19,Delay >60 mins,0
The Hillingdon Hospitals NHS Foundation Trust,London Commissioning Region,RAS,2019-01-19,Delay >60 mins,0
University College London Hospitals NHS Foundation Trust,London Commissioning Region,RRV,2019-01-19,Delay >60 mins,0
Whittington Health NHS Trust,London Commissioning Region,RKE,2019-01-19,Delay >60 mins,0
Basildon and Thurrock University Hospitals NHS Foundation Trust,Midlands And East Of England Commissioning Region,RDD,2019-01-19,Delay >60 mins,0
Bedford Hospital NHS Trust,Midlands And East Of England Commissioning Region,RC1,2019-01-19,Delay >60 mins,0
Birmingham Women's and Children's NHS Foundation Trust,Midlands And East Of England Commissioning Region,RQ3,2019-01-19,Delay >60 mins,0
Cambridge University Hospitals NHS Foundation Trust,Midlands And East Of England Commissioning Region,RGT,2019-01-19,Delay >60 mins,1
Chesterfield Royal Hospital NHS Foundation Trust,Midlands And East Of England Commissioning Region,RFS,2019-01-19,Delay >60 mins,0
East and North Hertfordshire NHS Trust,Midlands And East Of England Commissioning Region,RWH,2019-01-19,Delay >60 mins,5
East Suffolk and North Essex NHS Foundation Trust,Midlands And East Of England Commissioning Region,RDE,2019-01-19,Delay >60 mins,0
George Eliot Hospital NHS Trust,Midlands And East Of England Commissioning Region,RLT,2019-01-19,Delay >60 mins,0
James Paget University Hospitals NHS Foundation Trust,Midlands And East Of England Commissioning Region,RGP,2019-01-19,Delay >60 mins,0
Kettering General Hospital NHS Foundation Trust,Midlands And East Of England Commissioning Region,RNQ,2019-01-19,Delay >60 mins,0
Luton and Dunstable University Hospital NHS Foundation Trust,Midlands And East Of England Commissioning Region,RC9,2019-01-19,Delay >60 mins,0
Mid Essex Hospital Services NHS Trust,Midlands And East Of England Commissioning Region,RQ8,2019-01-19,Delay >60 mins,0
Milton Keynes University Hospital NHS Foundation Trust,Midlands And East Of England Commissioning Region,RD8,2019-01-19,Delay >60 mins,1
Norfolk and Norwich University Hospitals NHS Foundation Trust,Midlands And East Of England Commissioning Region,RM1,2019-01-19,Delay >60 mins,18
North West Anglia NHS Foundation Trust,Midlands And East Of England Commissioning Region,RGN,2019-01-19,Delay >60 mins,0
Northampton General Hospital NHS Trust,Midlands And East Of England Commissioning Region,RNS,2019-01-19,Delay >60 mins,0
Nottingham University Hospitals NHS Trust,Midlands And East Of England Commissioning Region,RX1,2019-01-19,Delay >60 mins,1
Sandwell and West Birmingham Hospitals NHS Trust,Midlands And East Of England Commissioning Region,RXK,2019-01-19,Delay >60 mins,3
Sherwood Forest Hospitals NHS Foundation Trust,Midlands And East Of England Commissioning Region,RK5,2019-01-19,Delay >60 mins,0
Shrewsbury and Telford Hospital NHS Trust,Midlands And East Of England Commissioning Region,RXW,2019-01-19,Delay >60 mins,9
South Warwickshire NHS Foundation Trust,Midlands And East Of England Commissioning Region,RJC,2019-01-19,Delay >60 mins,0
Southend University Hospital NHS Foundation Trust,Midlands And East Of England Commissioning Region,RAJ,2019-01-19,Delay >60 mins,0
The Dudley Group NHS Foundation Trust,Midlands And East Of England Commissioning Region,RNA,2019-01-19,Delay >60 mins,0
The Princess Alexandra Hospital NHS Trust,Midlands And East Of England Commissioning Region,RQW,2019-01-19,Delay >60 mins,0
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",Midlands And East Of England Commissioning Region,RCX,2019-01-19,Delay >60 mins,0
The Royal Wolverhampton NHS Trust,Midlands And East Of England Commissioning Region,RL4,2019-01-19,Delay >60 mins,1
United Lincolnshire Hospitals NHS Trust,Midlands And East Of England Commissioning Region,RWD,2019-01-19,Delay >60 mins,5
University Hospitals Birmingham NHS Foundation Trust,Midlands And East Of England Commissioning Region,RRK,2019-01-19,Delay >60 mins,0
University Hospitals Coventry and Warwickshire NHS Trust,Midlands And East Of England Commissioning Region,RKB,2019-01-19,Delay >60 mins,0
University Hospitals of Derby and Burton NHS Foundation Trust,Midlands And East Of England Commissioning Region,RTG,2019-01-19,Delay >60 mins,0
University Hospitals of Leicester NHS Trust,Midlands And East Of England Commissioning Region,RWE,2019-01-19,Delay >60 mins,7
University Hospitals of North Midlands NHS Trust,Midlands And East Of England Commissioning Region,RJE,2019-01-19,Delay >60 mins,1
Walsall Healthcare NHS Trust,Midlands And East Of England Commissioning Region,RBK,2019-01-19,Delay >60 mins,0
West Hertfordshire Hospitals NHS Trust,Midlands And East Of England Commissioning Region,RWG,2019-01-19,Delay >60 mins,0
West Suffolk NHS Foundation Trust,Midlands And East Of England Commissioning Region,RGR,2019-01-19,Delay >60 mins,0
Worcestershire Acute Hospitals NHS Trust,Midlands And East Of England Commissioning Region,RWP,2019-01-19,Delay >60 mins,0
Wye Valley NHS Trust,Midlands And East Of England Commissioning Region,RLQ,2019-01-19,Delay >60 mins,2
Aintree University Hospital NHS Foundation Trust,North Of England Commissioning Region,REM,2019-01-19,Delay >60 mins,0
Airedale NHS Foundation Trust,North Of England Commissioning Region,RCF,2019-01-19,Delay >60 mins,0
Alder Hey Children's NHS Foundation Trust,North Of England Commissioning Region,RBS,2019-01-19,Delay >60 mins,0
Barnsley Hospital NHS Foundation Trust,North Of England Commissioning Region,RFF,2019-01-19,Delay >60 mins,0
Blackpool Teaching Hospitals NHS Foundation Trust,North Of England Commissioning Region,RXL,2019-01-19,Delay >60 mins,0
Bolton NHS Foundation Trust,North Of England Commissioning Region,RMC,2019-01-19,Delay >60 mins,2
Bradford Teaching Hospitals NHS Foundation Trust,North Of England Commissioning Region,RAE,2019-01-19,Delay >60 mins,1
Calderdale and Huddersfield NHS Foundation Trust,North Of England Commissioning Region,RWY,2019-01-19,Delay >60 mins,0
City Hospitals Sunderland NHS Foundation Trust,North Of England Commissioning Region,RLN,2019-01-19,Delay >60 mins,0
Countess of Chester Hospital NHS Foundation Trust,North Of England Commissioning Region,RJR,2019-01-19,Delay >60 mins,0
County Durham and Darlington NHS Foundation Trust,North Of England Commissioning Region,RXP,2019-01-19,Delay >60 mins,0
Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,North Of England Commissioning Region,RP5,2019-01-19,Delay >60 mins,1
East Cheshire NHS Trust,North Of England Commissioning Region,RJN,2019-01-19,Delay >60 mins,0
East Lancashire Hospitals NHS Trust,North Of England Commissioning Region,RXR,2019-01-19,Delay >60 mins,0
Gateshead Health NHS Foundation Trust,North Of England Commissioning Region,RR7,2019-01-19,Delay >60 mins,0
Harrogate and District NHS Foundation Trust,North Of England Commissioning Region,RCD,2019-01-19,Delay >60 mins,0
Hull and East Yorkshire Hospitals NHS Trust,North Of England Commissioning Region,RWA,2019-01-19,Delay >60 mins,0
Lancashire Teaching Hospitals NHS Foundation Trust,North Of England Commissioning Region,RXN,2019-01-19,Delay >60 mins,0
Leeds Teaching Hospitals NHS Trust,North Of England Commissioning Region,RR8,2019-01-19,Delay >60 mins,0
Manchester University NHS Foundation Trust,North Of England Commissioning Region,R0A,2019-01-19,Delay >60 mins,1
Mid Cheshire Hospitals NHS Foundation Trust,North Of England Commissioning Region,RBT,2019-01-19,Delay >60 mins,0
Mid Yorkshire Hospitals NHS Trust,North Of England Commissioning Region,RXF,2019-01-19,Delay >60 mins,0
North Cumbria University Hospitals NHS Trust,North Of England Commissioning Region,RNL,2019-01-19,Delay >60 mins,3
North Tees and Hartlepool NHS Foundation Trust,North Of England Commissioning Region,RVW,2019-01-19,Delay >60 mins,0
Northern Lincolnshire and Goole NHS Foundation Trust,North Of England Commissioning Region,RJL,2019-01-19,Delay >60 mins,0
Northumbria Healthcare NHS Foundation Trust,North Of England Commissioning Region,RTF,2019-01-19,Delay >60 mins,12
Pennine Acute Hospitals NHS Trust,North Of England Commissioning Region,RW6,2019-01-19,Delay >60 mins,6
Royal Liverpool and Broadgreen University Hospitals NHS Trust,North Of England Commissioning Region,RQ6,2019-01-19,Delay >60 mins,0
Salford Royal NHS Foundation Trust,North Of England Commissioning Region,RM3,2019-01-19,Delay >60 mins,0
Sheffield Children's NHS Foundation Trust,North Of England Commissioning Region,RCU,2019-01-19,Delay >60 mins,0
Sheffield Teaching Hospitals NHS Foundation Trust,North Of England Commissioning Region,RHQ,2019-01-19,Delay >60 mins,0
South Tees Hospitals NHS Foundation Trust,North Of England Commissioning Region,RTR,2019-01-19,Delay >60 mins,0
South Tyneside NHS Foundation Trust,North Of England Commissioning Region,RE9,2019-01-19,Delay >60 mins,0
Southport and Ormskirk Hospital NHS Trust,North Of England Commissioning Region,RVY,2019-01-19,Delay >60 mins,0
St Helens and Knowsley Hospital Services NHS Trust,North Of England Commissioning Region,RBN,2019-01-19,Delay >60 mins,0
Stockport NHS Foundation Trust,North Of England Commissioning Region,RWJ,2019-01-19,Delay >60 mins,0
Tameside and Glossop Integrated Care NHS Foundation Trust,North Of England Commissioning Region,RMP,2019-01-19,Delay >60 mins,0
The Newcastle Upon Tyne Hospitals NHS Foundation Trust,North Of England Commissioning Region,RTD,2019-01-19,Delay >60 mins,1
The Rotherham NHS Foundation Trust,North Of England Commissioning Region,RFR,2019-01-19,Delay >60 mins,6
University Hospitals of Morecambe Bay NHS Foundation Trust,North Of England Commissioning Region,RTX,2019-01-19,Delay >60 mins,0
Warrington and Halton Hospitals NHS Foundation Trust,North Of England Commissioning Region,RWW,2019-01-19,Delay >60 mins,0
Wirral University Teaching Hospital NHS Foundation Trust,North Of England Commissioning Region,RBL,2019-01-19,Delay >60 mins,0
"Wrightington, Wigan and Leigh NHS Foundation Trust",North Of England Commissioning Region,RRF,2019-01-19,Delay >60 mins,9
York Teaching Hospital NHS Foundation Trust,North Of England Commissioning Region,RCB,2019-01-19,Delay >60 mins,9
Ashford and St Peter's Hospitals NHS Foundation Trust,South East of England Commissioning Region,RTK,2019-01-19,Delay >60 mins,0
Brighton and Sussex University Hospitals NHS Trust,South East of England Commissioning Region,RXH,2019-01-19,Delay >60 mins,3
Buckinghamshire Healthcare NHS Trust,South East of England Commissioning Region,RXQ,2019-01-19,Delay >60 mins,0
Dartford and Gravesham NHS Trust,South East of England Commissioning Region,RN7,2019-01-19,Delay >60 mins,0
East Kent Hospitals University NHS Foundation Trust,South East of England Commissioning Region,RVV,2019-01-19,Delay >60 mins,0
East Sussex Healthcare NHS Trust,South East of England Commissioning Region,RXC,2019-01-19,Delay >60 mins,0
Frimley Health NHS Foundation Trust,South East of England Commissioning Region,RDU,2019-01-19,Delay >60 mins,0
Hampshire Hospitals NHS Foundation Trust,South East of England Commissioning Region,RN5,2019-01-19,Delay >60 mins,0
Isle of Wight NHS Trust,South East of England Commissioning Region,R1F,2019-01-19,Delay >60 mins,0
Maidstone and Tunbridge Wells NHS Trust,South East of England Commissioning Region,RWF,2019-01-19,Delay >60 mins,3
Medway NHS Foundation Trust,South East of England Commissioning Region,RPA,2019-01-19,Delay >60 mins,4
Oxford University Hospitals NHS Foundation Trust,South East of England Commissioning Region,RTH,2019-01-19,Delay >60 mins,0
Portsmouth Hospitals NHS Trust,South East of England Commissioning Region,RHU,2019-01-19,Delay >60 mins,12
Royal Berkshire NHS Foundation Trust,South East of England Commissioning Region,RHW,2019-01-19,Delay >60 mins,0
Royal Surrey County Hospital NHS Foundation Trust,South East of England Commissioning Region,RA2,2019-01-19,Delay >60 mins,0
Surrey and Sussex Healthcare NHS Trust,South East of England Commissioning Region,RTP,2019-01-19,Delay >60 mins,2
University Hospital Southampton NHS Foundation Trust,South East of England Commissioning Region,RHM,2019-01-19,Delay >60 mins,0
Western Sussex Hospitals NHS Foundation Trust,South East of England Commissioning Region,RYR,2019-01-19,Delay >60 mins,0
Dorset County Hospital NHS Foundation Trust,South West of England Commissioning Region,RBD,2019-01-19,Delay >60 mins,0
Gloucestershire Hospitals NHS Foundation Trust,South West of England Commissioning Region,RTE,2019-01-19,Delay >60 mins,0
Great Western Hospitals NHS Foundation Trust,South West of England Commissioning Region,RN3,2019-01-19,Delay >60 mins,1
North Bristol NHS Trust,South West of England Commissioning Region,RVJ,2019-01-19,Delay >60 mins,0
Northern Devon Healthcare NHS Trust,South West of England Commissioning Region,RBZ,2019-01-19,Delay >60 mins,0
Poole Hospital NHS Foundation Trust,South West of England Commissioning Region,RD3,2019-01-19,Delay >60 mins,0
